Pokedex Id,Name,Classification,Alternate Form Name,Group,Height,Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Male Ratio,Female Ratio,HP,Attack,Defense,SpAtk,SpDef,Speed,BST,CatchRate,Experience Growth Rate,Experience Growth Points Total,Egg Group,Evolution Details,Original Name
96,Drowzee,Hypnosis Pokémon,None,,1.0,32.4,Psychic,None,Insomnia,Forewarn,Inner Focus,50.0,50.0,60,48,45,43,90,42,328,190,Medium Fast,1000000,Human-Like,No Evolution,Drowzee
97,Hypno,Hypnosis Pokémon,None,,1.6,75.6,Psychic,None,Insomnia,Forewarn,Inner Focus,50.0,50.0,85,73,70,73,115,67,483,75,Medium Fast,1000000,Human-Like,Level 26,Hypno
98,Krabby,River Crab Pokémon,None,,0.4,6.5,Water,None,Hyper Cutter,Shell Armor,Sheer Force,50.0,50.0,30,105,90,25,25,50,325,225,Medium Fast,1000000,Water 3,No Evolution,Krabby
99,Kingler,Pincer Pokémon,None,,1.3,60.0,Water,None,Hyper Cutter,Shell Armor,Sheer Force,50.0,50.0,55,130,115,50,50,75,475,60,Medium Fast,1000000,Water 3,Level 28,Kingler
100,Voltorb,Ball Pokémon,None,,0.5,10.5,Electric,None,Soundproof,Static,Aftermath,0.0,0.0,40,30,50,55,55,100,330,190,Medium Fast,1000000,Mineral,No Evolution,Voltorb
101,Electrode,Ball Pokémon,None,,1.2,66.6,Electric,None,Soundproof,Static,Aftermath,0.0,0.0,60,50,70,80,80,150,490,60,Medium Fast,1000000,Mineral,Level 30,Electrode
102,Exeggcute,Egg Pokémon,None,,0.4,2.5,Grass,Psychic,Chlorophyll,None,Harvest,50.0,50.0,60,40,80,60,45,40,325,90,Slow,1250000,Grass,No Evolution,Exeggcute
103,Exeggutor,Coconut Pokémon,None,,2.0,120.0,Grass,Psychic,Chlorophyll,None,Harvest,50.0,50.0,95,95,85,125,75,55,530,45,Slow,1250000,Grass,Leaf Stone,Exeggutor
103,Exeggutor (Alola),Coconut Pokémon,Alola,,10.9,415.6,Grass,Dragon,Frisk,None,Harvest,50.0,50.0,95,105,85,125,75,45,530,45,Slow,1250000,Grass,Leaf Stone in Alola,Exeggutor
104,Cubone,Lonely Pokémon,None,,0.4,6.5,Ground,None,Rock Head,Lightning Rod,Battle Armor,50.0,50.0,50,50,95,40,50,35,320,190,Medium Fast,1000000,Monster,No Evolution,Cubone
105,Marowak,Bone Keeper Pokémon,None,,1.0,45.0,Ground,None,Rock Head,Lightning Rod,Battle Armor,50.0,50.0,60,80,110,50,80,45,425,75,Medium Fast,1000000,Monster,Level 28,Marowak
105,Marowak (Alola),Bone Keeper Pokémon,Alola,,1.0,34.0,Ghost,Fire,Cursed Body,Lightning Rod,Rock Head,50.0,50.0,60,80,110,50,80,45,425,75,Medium Fast,1000000,Monster,Level 28 At Night in Alola,Marowak
106,Hitmonlee,Kicking Pokémon,None,,1.5,49.8,Fighting,None,Limber,Reckless,Unburden,100.0,0.0,50,120,53,35,110,87,455,45,Medium Fast,1000000,Human-Like,Level 20 With Attack > Defense,Hitmonlee
107,Hitmonchan,Punching Pokémon,None,,1.4,50.2,Fighting,None,Keen Eye,Iron Fist,Inner Focus,100.0,0.0,50,105,79,35,110,76,455,45,Medium Fast,1000000,Human-Like,Level 20 With Attack < Defense,Hitmonchan
108,Lickitung,Licking Pokémon,None,,1.2,65.5,Normal,None,Own Tempo,Oblivious,Cloud Nine,50.0,50.0,90,55,75,60,75,30,385,45,Medium Fast,1000000,Monster,No Evolution,Lickitung
109,Koffing,Poison Gas Pokémon,None,,0.6,1.0,Poison,None,Levitate,Neutralizing Gas,Stench,50.0,50.0,40,65,95,60,45,35,340,190,Medium Fast,1000000,Amorphous,No Evolution,Koffing
110,Weezing,Poison Gas Pokémon,None,,1.2,9.5,Poison,None,Levitate,Neutralizing Gas,Stench,50.0,50.0,65,90,120,85,70,60,490,60,Medium Fast,1000000,Amorphous,Level 35,Weezing
110,Weezing (Galar),Poison Gas Pokémon,Galar,,3.0,16.0,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,50.0,50.0,65,90,120,85,70,60,490,60,Medium Fast,1000000,Amorphous,Level 35 in Galar,Weezing
111,Rhyhorn,Spikes Pokémon,None,,1.0,115.0,Ground,Rock,Lightning Rod,Rock Head,Reckless,50.0,50.0,80,85,95,30,30,25,345,120,Slow,1250000,Monster,No Evolution,Rhyhorn
112,Rhydon,Drill Pokémon,None,,1.9,120.0,Ground,Rock,Lightning Rod,Rock Head,Reckless,50.0,50.0,105,130,120,45,45,40,485,60,Slow,1250000,Monster,Level 42,Rhydon
113,Chansey,Egg Pokémon,None,,1.1,34.6,Normal,None,Natural Cure,Serene Grace,Healer,0.0,100.0,250,5,5,35,105,50,450,30,Fast,800000,Fairy,Holding An Oval Stone During The Day,Chansey
114,Tangela,Vine Pokémon,None,,1.0,35.0,Grass,None,Chlorophyll,Leaf Guard,Regenerator,50.0,50.0,65,55,115,100,40,60,435,45,Medium Fast,1000000,Grass,No Evolution,Tangela
115,Kangaskhan,Parent Pokémon,None,,2.2,80.0,Normal,None,Early Bird,Scrappy,Inner Focus,0.0,100.0,105,95,80,40,80,90,490,45,Medium Fast,1000000,Monster,No Evolution,Kangaskhan
115,Kangaskhan (Mega),Parent Pokémon,Mega,,2.2,100.0,Normal,None,Parental Bond,None,None,0.0,100.0,105,125,100,60,100,100,590,45,Medium Fast,1000000,Monster,No Evolution,Kangaskhan
116,Horsea,Dragon Pokémon,None,,0.4,8.0,Water,None,Swift Swim,Sniper,Damp,50.0,50.0,30,40,70,70,25,60,295,225,Medium Fast,1000000,Water 1,No Evolution,Horsea
117,Seadra,Dragon Pokémon,None,,1.2,25.0,Water,None,Poison Point,Sniper,Damp,50.0,50.0,55,65,95,95,45,85,440,75,Medium Fast,1000000,Water 1,Level 32,Seadra
118,Goldeen,Goldfish Pokémon,None,,0.6,15.0,Water,None,Swift Swim,Water Veil,Lightning Rod,50.0,50.0,45,67,60,35,50,63,320,225,Medium Fast,1000000,Water 2,No Evolution,Goldeen
119,Seaking,Goldfish Pokémon,None,,1.3,39.0,Water,None,Swift Swim,Water Veil,Lightning Rod,50.0,50.0,80,92,65,65,80,68,450,60,Medium Fast,1000000,Water 2,Level 33,Seaking
120,Staryu,Star Shape Pokémon,None,,0.8,34.5,Water,None,Illuminate,Natural Cure,Analytic,0.0,0.0,30,45,55,70,55,85,340,225,Slow,1250000,Water 3,No Evolution,Staryu
121,Starmie,Mysterious Pokémon,None,,1.1,80.0,Water,Psychic,Illuminate,Natural Cure,Analytic,0.0,0.0,60,75,85,100,85,115,520,60,Slow,1250000,Water 3,Water Stone,Starmie
122,Mr. Mime,Barrier Pokémon,None,,1.3,54.5,Psychic,Fairy,Soundproof,Filter,Technician,50.0,50.0,40,45,65,100,120,90,460,45,Medium Fast,1000000,Human-Like,Knowing Mimic,Mr. Mime
122,Mr. Mime (Galar),Dancing Pokémon,Galar,,1.4,56.0,Ice,Psychic,Vital Spirit,Screen Cleaner,Ice Body,50.0,50.0,50,65,65,90,90,100,460,45,Medium Fast,1000000,Human-Like,Knowing Mimic in Galar,Mr. Mime
123,Scyther,Mantis Pokémon,None,,1.5,56.0,Bug,Flying,Swarm,Technician,Steadfast,50.0,50.0,70,110,80,55,80,105,500,45,Medium Fast,1000000,Bug,No Evolution,Scyther
124,Jynx,Human Shape Pokémon,None,,1.4,40.6,Ice,Psychic,Oblivious,Forewarn,Dry Skin,0.0,100.0,65,50,35,115,95,95,455,45,Medium Fast,1000000,Human-Like,Level 30,Jynx
125,Electabuzz,Electric Pokémon,None,,1.1,30.0,Electric,None,Static,None,Vital Spirit,75.0,25.0,65,83,57,95,85,105,490,45,Medium Fast,1000000,Human-Like,Level 30,Electabuzz
126,Magmar,Spitfire Pokémon,None,,1.3,44.5,Fire,None,Flame Body,None,Vital Spirit,75.0,25.0,65,95,57,100,85,93,495,45,Medium Fast,1000000,Human-Like,Level 30,Magmar
127,Pinsir,Stag Beetle Pokémon,None,,1.5,55.0,Bug,None,Hyper Cutter,Mold Breaker,Moxie,50.0,50.0,65,125,100,55,70,85,500,45,Slow,1250000,Bug,No Evolution,Pinsir
127,Pinsir (Mega),Stag Beetle Pokémon,Mega,,1.7,59.0,Bug,Flying,Aerilate,None,None,50.0,50.0,65,155,120,65,90,105,600,45,Slow,1250000,Bug,No Evolution,Pinsir
128,Tauros,Wild Bull Pokémon,None,,1.4,88.4,Normal,None,Intimidate,Anger Point,Sheer Force,100.0,0.0,75,100,95,40,70,110,490,45,Slow,1250000,Field,No Evolution,Tauros
128,Tauros (Paldean Combat Breed),Wild Bull Pokémon,Paldean Combat Breed,,1.4,115.0,Fighting,None,Intimidate,Anger Point,Cud Chew,100.0,0.0,75,110,105,30,70,100,490,45,Slow,1250000,Field,No Evolution,Tauros
128,Tauros (Paldean Blaze Breed),Wild Bull Pokémon,Paldean Blaze Breed,,1.4,85.0,Fighting,Fire,Intimidate,Anger Point,Cud Chew,100.0,0.0,75,110,105,30,70,100,490,45,Slow,1250000,Field,No Evolution,Tauros
128,Tauros (Paldean Aqua Breed),Wild Bull Pokémon,Paldean Aqua Breed,,1.4,110.0,Fighting,Water,Intimidate,Anger Point,Cud Chew,100.0,0.0,75,110,105,30,70,100,490,45,Slow,1250000,Field,No Evolution,Tauros
129,Magikarp,Fish Pokémon,None,,0.9,10.0,Water,None,Swift Swim,None,Rattled,50.0,50.0,20,10,55,15,20,80,200,255,Slow,1250000,Water 2,No Evolution,Magikarp
130,Gyarados,Atrocious Pokémon,None,,6.5,235.0,Water,Flying,Intimidate,None,Moxie,50.0,50.0,95,125,79,60,100,81,540,45,Slow,1250000,Water 2,Level 20,Gyarados
130,Gyarados (Mega),Atrocious Pokémon,Mega,,6.5,305.0,Water,Dark,Mold Breaker,None,None,50.0,50.0,95,155,109,70,130,81,640,45,Slow,1250000,Water 2,No Evolution,Gyarados
131,Lapras,Transport Pokémon,None,,2.5,220.0,Water,Ice,Water Absorb,Shell Armor,Hydration,50.0,50.0,130,85,80,85,95,60,535,45,Slow,1250000,Monster,No Evolution,Lapras
132,Ditto,Transform Pokémon,None,,0.3,4.0,Normal,None,Limber,None,Imposter,0.0,0.0,48,48,48,48,48,48,288,35,Medium Fast,1000000,Ditto,No Evolution,Ditto
133,Eevee,Evolution Pokémon,None,,0.3,6.5,Normal,None,Run Away,Adaptability,Anticipation,87.5,12.5,55,55,50,45,65,55,325,45,Medium Fast,1000000,Field,No Evolution,Eevee
133,Eevee (Starter),Evolution Pokémon,Starter,Starter,0.3,6.5,Normal,None,Run Away,Adaptability,Anticipation,87.5,12.5,65,75,70,65,85,75,435,45,Medium Fast,1000000,Field,No Evolution,Eevee
134,Vaporeon,Bubble Jet Pokémon,None,,1.0,29.0,Water,None,Water Absorb,None,Hydration,87.5,12.5,130,65,60,110,95,65,525,45,Medium Fast,1000000,Field,Water Stone,Vaporeon
135,Jolteon,Lightning Pokémon,None,,0.8,24.5,Electric,None,Volt Absorb,None,Quick Feet,87.5,12.5,65,65,60,110,95,130,525,45,Medium Fast,1000000,Field,Thunder Stone,Jolteon
136,Flareon,Flame Pokémon,None,,0.9,25.0,Fire,None,Flash Fire,None,Guts,87.5,12.5,65,130,60,95,110,65,525,45,Medium Fast,1000000,Field,Fire Stone,Flareon
137,Porygon,Virtual Pokémon,None,,0.8,36.5,Normal,None,Trace,Download,Analytic,0.0,0.0,65,60,70,85,75,40,395,45,Medium Fast,1000000,Mineral,No Evolution,Porygon
138,Omanyte,Spiral Pokémon,None,,0.4,7.5,Rock,Water,Swift Swim,Shell Armor,Weak Armor,87.5,12.5,35,40,100,90,55,35,355,45,Medium Fast,1000000,Water 1,No Evolution,Omanyte
139,Omastar,Spiral Pokémon,None,,1.0,35.0,Rock,Water,Swift Swim,Shell Armor,Weak Armor,87.5,12.5,70,60,125,115,70,55,495,45,Medium Fast,1000000,Water 1,Level 40,Omastar
140,Kabuto,Shellfish Pokémon,None,,0.5,11.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,87.5,12.5,30,80,90,55,45,55,355,45,Medium Fast,1000000,Water 1,No Evolution,Kabuto
141,Kabutops,Shellfish Pokémon,None,,1.3,40.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,87.5,12.5,60,115,105,65,70,80,495,45,Medium Fast,1000000,Water 1,Level 40,Kabutops
142,Aerodactyl,Fossil Pokémon,None,,1.8,59.0,Rock,Flying,Rock Head,Pressure,Unnerve,87.5,12.5,80,105,65,60,75,130,515,45,Slow,1250000,Flying,No Evolution,Aerodactyl
142,Aerodactyl (Mega),Fossil Pokémon,Mega,,2.1,79.0,Rock,Flying,Tough Claws,None,None,87.5,12.5,80,135,85,70,95,150,615,45,Slow,1250000,Flying,No Evolution,Aerodactyl
143,Snorlax,Sleeping Pokémon,None,,2.1,460.0,Normal,None,Immunity,Thick Fat,Gluttony,87.5,12.5,160,110,65,65,110,30,540,25,Slow,1250000,Monster,No Evolution,Snorlax
144,Articuno,Freeze Pokémon,None,Legendary,1.7,55.4,Ice,Flying,Pressure,None,Snow Cloak,0.0,0.0,90,85,100,95,125,85,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Articuno
144,Articuno (Galar),Cruel Pokémon,Galar,Legendary,1.7,50.9,Psychic,Flying,Competitive,None,None,0.0,0.0,90,85,85,125,100,95,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Articuno
145,Zapdos,Electric Pokémon,None,Legendary,1.6,52.6,Electric,Flying,Pressure,None,Static,0.0,0.0,90,90,85,125,90,100,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Zapdos
145,Zapdos (Galar),Strong Legs Pokémon,Galar,Legendary,1.6,58.2,Fighting,Flying,Defiant,None,None,0.0,0.0,90,125,90,85,90,100,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Zapdos
146,Moltres,Flame Pokémon,None,Legendary,2.0,60.0,Fire,Flying,Pressure,None,Flame Body,0.0,0.0,90,100,90,125,85,90,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Moltres
146,Moltres (Galar),Malevolent Pokémon,Galar,Legendary,2.0,66.0,Dark,Flying,Berserk,None,None,0.0,0.0,90,85,90,100,125,90,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Moltres
147,Dratini,Dragon Pokémon,None,Pseudo-Legendary,1.8,3.3,Dragon,None,Shed Skin,None,Marvel Scale,50.0,50.0,41,64,45,50,50,50,300,45,Slow,1250000,Water 1,No Evolution,Dratini
148,Dragonair,Dragon Pokémon,None,Pseudo-Legendary,4.0,16.5,Dragon,None,Shed Skin,None,Marvel Scale,50.0,50.0,61,84,65,70,70,70,420,45,Slow,1250000,Water 1,Level 30,Dragonair
149,Dragonite,Dragon Pokémon,None,Pseudo-Legendary,2.2,210.0,Dragon,Flying,Inner Focus,None,Multiscale,50.0,50.0,91,134,95,100,100,80,600,45,Slow,1250000,Water 1,Level 55,Dragonite
150,Mewtwo,Genetic Pokémon,None,Legendary,2.0,122.0,Psychic,None,Pressure,None,Unnerve,0.0,0.0,106,110,90,154,90,130,680,3,Slow,1250000,No Eggs Discovered,No Evolution,Mewtwo
150,Mewtwo (Mega X),Genetic Pokémon,Mega,Legendary,2.3,127.0,Psychic,None,Steadfast,None,None,0.0,0.0,106,190,100,154,100,130,780,3,Slow,1250000,No Eggs Discovered,No Evolution,Mewtwo
150,Mewtwo (Mega Y),Genetic Pokémon,Mega,Legendary,1.5,33.0,Psychic,None,Insomnia,None,None,0.0,0.0,106,150,70,194,120,140,780,3,Slow,1250000,No Eggs Discovered,No Evolution,Mewtwo
151,Mew,New Species Pokémon,None,Mythical,0.4,4.0,Psychic,None,Synchronize,None,None,0.0,0.0,100,100,100,100,100,100,600,45,Medium Slow,1059860,No Eggs Discovered,No Evolution,Mew
152,Chikorita,Leaf Pokémon,None,Starter,0.9,6.4,Grass,None,Overgrow,None,Leaf Guard,87.5,12.5,45,49,65,49,65,45,318,45,Medium Slow,1059860,Monster,No Evolution,Chikorita
153,Bayleef,Leaf Pokémon,None,Starter,1.2,15.8,Grass,None,Overgrow,None,Leaf Guard,87.5,12.5,60,62,80,63,80,60,405,45,Medium Slow,1059860,Monster,Level 16,Bayleef
154,Meganium,Herb Pokémon,None,Starter,1.8,100.5,Grass,None,Overgrow,None,Leaf Guard,87.5,12.5,80,82,100,83,100,80,525,45,Medium Slow,1059860,Monster,Level 32,Meganium
155,Cyndaquil,Fire Mouse Pokémon,None,Starter,0.5,7.9,Fire,None,Blaze,None,Flash Fire,87.5,12.5,39,52,43,60,50,65,309,45,Medium Slow,1059860,Field,No Evolution,Cyndaquil
156,Quilava,Volcano Pokémon,None,Starter,0.9,19.0,Fire,None,Blaze,None,Flash Fire,87.5,12.5,58,64,58,80,65,80,405,45,Medium Slow,1059860,Field,Level 14,Quilava
157,Typhlosion,Volcano Pokémon,None,Starter,1.7,79.5,Fire,None,Blaze,None,Flash Fire,87.5,12.5,78,84,78,109,85,100,534,45,Medium Slow,1059860,Field,Level 36,Typhlosion
157,Typhlosion (Hisui),Ghost Flame Pokémon,Hisui,Starter,1.6,69.8,Fire,Ghost,Blaze,None,Frisk,87.5,12.5,73,84,78,119,85,95,534,55,Medium Slow,1059860,Field,Level 36 in Hisui,Typhlosion
158,Totodile,Big Jaw Pokémon,None,Starter,0.6,9.5,Water,None,Torrent,None,Sheer Force,87.5,12.5,50,65,64,44,48,43,314,45,Medium Slow,1059860,Monster,No Evolution,Totodile
159,Croconaw,Big Jaw Pokémon,None,Starter,1.1,25.0,Water,None,Torrent,None,Sheer Force,87.5,12.5,65,80,80,59,63,58,405,45,Medium Slow,1059860,Monster,Level 18,Croconaw
160,Feraligatr,Big Jaw Pokémon,None,Starter,2.3,88.8,Water,None,Torrent,None,Sheer Force,87.5,12.5,85,105,100,79,83,78,530,45,Medium Slow,1059860,Monster,Level 30,Feraligatr
161,Sentret,Scout Pokémon,None,,0.8,6.0,Normal,None,Run Away,Keen Eye,Frisk,50.0,50.0,35,46,34,35,45,20,215,255,Medium Fast,1000000,Field,No Evolution,Sentret
162,Furret,Long Body Pokémon,None,,1.8,32.5,Normal,None,Run Away,Keen Eye,Frisk,50.0,50.0,85,76,64,45,55,90,415,90,Medium Fast,1000000,Field,Level 15,Furret
163,Hoothoot,Owl Pokémon,None,,0.7,21.2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,50.0,50.0,60,30,30,36,56,50,262,255,Medium Fast,1000000,Flying,No Evolution,Hoothoot
164,Noctowl,Owl Pokémon,None,,1.6,40.8,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,50.0,50.0,100,50,50,86,96,70,452,90,Medium Fast,1000000,Flying,Level 20,Noctowl
165,Ledyba,Five Star Pokémon,None,,1.0,10.8,Bug,Flying,Swarm,Early Bird,Rattled,50.0,50.0,40,20,30,40,80,55,265,255,Fast,800000,Bug,No Evolution,Ledyba
166,Ledian,Five Star Pokémon,None,,1.4,35.6,Bug,Flying,Swarm,Early Bird,Iron Fist,50.0,50.0,55,35,50,55,110,85,390,90,Fast,800000,Bug,Level 18,Ledian
167,Spinarak,String Spit Pokémon,None,,0.5,8.5,Bug,Poison,Swarm,Insomnia,Sniper,50.0,50.0,40,60,40,40,40,30,250,255,Fast,800000,Bug,No Evolution,Spinarak
168,Ariados,Long Leg Pokémon,None,,1.1,33.5,Bug,Poison,Swarm,Insomnia,Sniper,50.0,50.0,70,90,70,60,70,40,400,90,Fast,800000,Bug,Level 22,Ariados
169,Crobat,Bat Pokémon,None,,1.8,75.0,Poison,Flying,Inner Focus,None,Infiltrator,50.0,50.0,85,90,80,70,80,130,535,90,Medium Fast,1000000,Flying,No Evolution,Crobat
170,Chinchou,Angler Pokémon,None,,0.5,12.0,Water,Electric,Volt Absorb,Illuminate,Water Absorb,50.0,50.0,75,38,38,56,56,67,330,190,Slow,1250000,Water 2,No Evolution,Chinchou
171,Lanturn,Light Pokémon,None,,1.2,22.5,Water,Electric,Volt Absorb,Illuminate,Water Absorb,50.0,50.0,125,58,58,76,76,67,460,75,Slow,1250000,Water 2,Level 27,Lanturn
172,Pichu,Tiny Mouse Pokémon,None,,0.3,2.0,Electric,None,Static,None,Lightning Rod,50.0,50.0,20,40,15,35,35,60,205,190,Medium Fast,1000000,No Eggs Discovered,No Evolution,Pichu
173,Cleffa,Star Shape Pokémon,None,,0.3,3.0,Fairy,None,Cute Charm,Magic Bounce,Friend Guard,25.0,75.0,50,25,28,45,55,15,218,150,Fast,800000,No Eggs Discovered,No Evolution,Cleffa
174,Igglybuff,Balloon Pokémon,None,,0.3,1.0,Normal,Fairy,Cute Charm,Competitive,Friend Guard,25.0,75.0,90,30,15,40,20,15,210,170,Fast,800000,No Eggs Discovered,No Evolution,Igglybuff
175,Togepi,Spike Ball Pokémon,None,,0.3,1.5,Fairy,None,Hustle,Serene Grace,Super Luck,87.5,12.5,35,20,65,40,65,20,245,190,Fast,800000,No Eggs Discovered,No Evolution,Togepi
176,Togetic,Happiness Pokémon,None,,0.6,3.2,Fairy,Flying,Hustle,Serene Grace,Super Luck,87.5,12.5,55,40,85,80,105,40,405,75,Fast,800000,Flying,No Evolution,Togetic
177,Natu,Tiny Bird Pokémon,None,,0.2,2.0,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,50.0,50.0,40,50,45,70,45,70,320,190,Medium Fast,1000000,Flying,No Evolution,Natu
178,Xatu,Mystic Pokémon,None,,1.5,15.0,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,50.0,50.0,65,75,70,95,70,95,470,75,Medium Fast,1000000,Flying,Level 25,Xatu
179,Mareep,Wool Pokémon,None,,0.6,7.8,Electric,None,Static,None,Plus,50.0,50.0,55,40,40,65,45,35,280,235,Medium Slow,1059860,Monster,No Evolution,Mareep
180,Flaaffy,Wool Pokémon,None,,0.8,13.3,Electric,None,Static,None,Plus,50.0,50.0,70,55,55,80,60,45,365,120,Medium Slow,1059860,Monster,Level 15,Flaaffy
181,Ampharos,Light Pokémon,None,,1.4,61.5,Electric,None,Static,None,Plus,50.0,50.0,90,75,85,115,90,55,510,45,Medium Slow,1059860,Monster,Level 30,Ampharos
181,Ampharos (Mega),Light Pokémon,Mega,,1.4,61.5,Electric,Dragon,Mold Breaker,None,None,50.0,50.0,90,95,105,165,110,45,610,45,Medium Slow,1059860,Monster,No Evolution,Ampharos
182,Bellossom,Flower Pokémon,None,,0.4,5.8,Grass,None,Chlorophyll,None,Healer,50.0,50.0,75,80,95,90,100,50,490,45,Medium Slow,1059860,Grass,Sun Stone,Bellossom
183,Marill,Aqua Mouse Pokémon,None,,0.4,8.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,50.0,50.0,70,20,50,20,50,40,250,190,Fast,800000,Water 1,No Evolution,Marill
184,Azumarill,Aqua Rabbit Pokémon,None,,0.8,28.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,50.0,50.0,100,50,80,60,80,50,420,75,Fast,800000,Water 1,Level 18,Azumarill
185,Sudowoodo,Imitation Pokémon,None,,1.2,38.0,Rock,None,Sturdy,Rock Head,Rattled,50.0,50.0,70,110,115,30,65,30,420,65,Medium Fast,1000000,Mineral,Knowing Mimic,Sudowoodo
186,Politoed,Frog Pokémon,None,,1.1,33.9,Water,None,Water Absorb,Damp,Drizzle,50.0,50.0,90,75,75,90,100,70,500,45,Medium Slow,1059860,Water 1,King's Rock,Politoed
187,Hoppip,Cottonweed Pokémon,None,,0.4,0.5,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,50.0,50.0,35,35,40,35,55,50,250,255,Medium Slow,1059860,Fairy,No Evolution,Hoppip
188,Skiploom,Cottonweed Pokémon,None,,0.6,1.0,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,50.0,50.0,55,45,50,45,65,80,340,120,Medium Slow,1059860,Fairy,Level 18,Skiploom
189,Jumpluff,Cottonweed Pokémon,None,,0.8,3.0,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,50.0,50.0,75,55,70,55,95,110,460,45,Medium Slow,1059860,Fairy,Level 27,Jumpluff
190,Aipom,Long Tail Pokémon,None,,0.8,11.5,Normal,None,Run Away,Pickup,Skill Link,50.0,50.0,55,70,55,40,55,85,360,45,Fast,800000,Field,No Evolution,Aipom
191,Sunkern,Seed Pokémon,None,,0.3,1.8,Grass,None,Chlorophyll,Solar Power,Early Bird,50.0,50.0,30,30,30,30,30,30,180,235,Medium Slow,1059860,Grass,No Evolution,Sunkern
192,Sunflora,Sun Pokémon,None,,0.8,8.5,Grass,None,Chlorophyll,Solar Power,Early Bird,50.0,50.0,75,75,55,105,85,30,425,120,Medium Slow,1059860,Grass,Sun Stone,Sunflora
193,Yanma,Clear Wing Pokémon,None,,1.2,38.0,Bug,Flying,Speed Boost,Compound Eyes,Frisk,50.0,50.0,65,65,45,75,45,95,390,75,Medium Fast,1000000,Bug,No Evolution,Yanma
194,Wooper,Water Fish Pokémon,None,,0.4,8.5,Water,Ground,Damp,Water Absorb,Unaware,50.0,50.0,55,45,45,25,25,15,210,255,Medium Fast,1000000,Water 1,No Evolution,Wooper
194,Wooper (Paldea),Poison Fish Pokémon,Paldea,,0.4,11.0,Poison,Ground,Poison Point,Water Absorb,None,50.0,50.0,55,45,45,25,25,15,210,255,Medium Fast,1000000,Water 1,No Evolution,Wooper
195,Quagsire,Water Fish Pokémon,None,,1.4,75.0,Water,Ground,Damp,Water Absorb,Unaware,50.0,50.0,95,85,85,65,65,35,430,90,Medium Fast,1000000,Water 1,Level 20,Quagsire
196,Espeon,Sun Pokémon,None,,0.9,26.5,Psychic,None,Synchronize,None,Magic Bounce,87.5,12.5,65,65,60,130,95,110,525,45,Medium Fast,1000000,Field,During The Day,Espeon
197,Umbreon,Moonlight Pokémon,None,,1.0,27.0,Dark,None,Synchronize,None,Inner Focus,87.5,12.5,95,65,110,60,130,65,525,45,Medium Fast,1000000,Field,During The Night,Umbreon
198,Murkrow,Darkness Pokémon,None,,0.5,2.1,Dark,Flying,Insomnia,Super Luck,Prankster,50.0,50.0,60,85,42,85,42,91,405,30,Medium Slow,1059860,Flying,No Evolution,Murkrow
199,Slowking,Royal Pokémon,None,,2.0,79.5,Water,Psychic,Oblivious,Own Tempo,Regenerator,50.0,50.0,95,75,80,100,110,30,490,70,Medium Fast,1000000,Monster,King's Rock,Slowking
199,Slowking (Galar),Royal Pokémon,Galar,,1.8,79.5,Poison,Psychic,Curious Medicine,Own Tempo,Regenerator,50.0,50.0,95,65,80,110,110,30,490,70,Medium Fast,1000000,Monster,Galarica Wreath,Slowking
200,Misdreavus,Screech Pokémon,None,,0.7,1.0,Ghost,None,Levitate,None,None,50.0,50.0,60,60,60,85,85,85,435,45,Fast,800000,Amorphous,No Evolution,Misdreavus
201,Unown,Symbol Pokémon,None,,0.5,5.0,Psychic,None,Levitate,None,None,0.0,0.0,48,72,48,72,48,48,336,225,Medium Fast,1000000,No Eggs Discovered,No Evolution,Unown
202,Wobbuffet,Patient Pokémon,None,,1.3,28.5,Psychic,None,Shadow Tag,None,Telepathy,50.0,50.0,190,33,58,33,58,33,405,45,Medium Fast,1000000,Amorphous,Level 15,Wobbuffet
203,Girafarig,Long Neck Pokémon,None,,1.5,41.5,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,50.0,50.0,70,80,65,90,65,85,455,60,Medium Fast,1000000,Field,No Evolution,Girafarig
204,Pineco,Bagworm Pokémon,None,,0.6,7.2,Bug,None,Sturdy,None,Overcoat,50.0,50.0,50,65,90,35,35,15,290,190,Medium Fast,1000000,Bug,No Evolution,Pineco
